date,item_id,store_id,units_sold,prediction,absolute_error,recommended_units
2016-01-25,FOODS_1_001,CA_1,0,0.3803262747706351,0.3803262747706351,1
2016-01-26,FOODS_1_001,CA_1,1,0.3890024006512223,0.6109975993487777,1
2016-01-27,FOODS_1_001,CA_1,1,0.6678549047142978,0.33214509528570224,1
2016-01-28,FOODS_1_001,CA_1,2,0.805663714527974,1.1943362854720259,1
2016-01-29,FOODS_1_001,CA_1,1,1.0514191245050848,0.05141912450508479,2
2016-01-30,FOODS_1_001,CA_1,0,1.139071016397022,1.139071016397022,2
2016-01-31,FOODS_1_001,CA_1,2,0.8926626348526315,1.1073373651473686,1
2016-02-01,FOODS_1_001,CA_1,0,1.1607232660594717,1.1607232660594717,2
2016-02-02,FOODS_1_001,CA_1,2,0.9561869274164964,1.0438130725835038,1
2016-02-03,FOODS_1_001,CA_1,0,1.2230360390023929,1.2230360390023929,2
2016-02-04,FOODS_1_001,CA_1,3,0.9820771678595089,2.017922832140491,1
2016-02-05,FOODS_1_001,CA_1,1,1.3780494209527507,0.37804942095275074,2
2016-02-06,FOODS_1_001,CA_1,2,1.4279880511834613,0.5720119488165387,2
2016-02-07,FOODS_1_001,CA_1,0,1.5718955332379387,1.5718955332379387,2
2016-02-08,FOODS_1_001,CA_1,2,1.001147448598244,0.9988525514017561,2
2016-02-09,FOODS_1_001,CA_1,0,1.3798742897038934,1.3798742897038934,2
2016-02-10,FOODS_1_001,CA_1,0,1.009823574478831,1.009823574478831,2
2016-02-11,FOODS_1_001,CA_1,2,1.065292036757041,0.9347079632429589,2
2016-02-12,FOODS_1_001,CA_1,0,1.2677299470734604,1.2677299470734604,2
2016-02-13,FOODS_1_001,CA_1,0,1.1070159994414677,1.1070159994414677,2
2016-02-14,FOODS_1_001,CA_1,2,0.7953367581227159,1.204663241877284,1
2016-02-15,FOODS_1_001,CA_1,1,1.1141144322635304,0.11411443226353035,2
2016-02-16,FOODS_1_001,CA_1,0,0.9313701892428721,0.9313701892428721,1
2016-02-17,FOODS_1_001,CA_1,1,0.7955271212509487,0.2044728787490513,1
2016-02-18,FOODS_1_001,CA_1,0,1.0363854952206688,1.0363854952206688,2
2016-02-19,FOODS_1_001,CA_1,1,0.7753363874244119,0.2246636125755881,1
2016-02-20,FOODS_1_001,CA_1,2,1.139071016397022,0.8609289836029781,2
2016-02-21,FOODS_1_001,CA_1,0,1.308614623260627,1.308614623260627,2
2016-02-22,FOODS_1_001,CA_1,0,0.7868509953703614,0.7868509953703614,1
2016-02-23,FOODS_1_001,CA_1,1,0.7494461469813993,0.25055385301860067,1
2016-02-24,FOODS_1_001,CA_1,0,0.9313701892428721,0.9313701892428721,1
2016-02-25,FOODS_1_001,CA_1,0,0.7753363874244119,0.7753363874244119,1
2016-02-26,FOODS_1_001,CA_1,0,0.7753363874244119,0.7753363874244119,1
2016-02-27,FOODS_1_001,CA_1,0,0.733094733261553,0.733094733261553,1
2016-02-28,FOODS_1_001,CA_1,0,0.43489301179253864,0.43489301179253864,1
2016-02-29,FOODS_1_001,CA_1,1,0.3803262747706351,0.6196737252293649,1
2016-03-01,FOODS_1_001,CA_1,0,0.6678549047142978,0.6678549047142978,1
2016-03-02,FOODS_1_001,CA_1,1,0.3890024006512223,0.6109975993487777,1
2016-03-03,FOODS_1_001,CA_1,0,0.6937451451573103,0.6937451451573103,1
2016-03-04,FOODS_1_001,CA_1,0,0.5399303373347619,0.5399303373347619,1
2016-03-05,FOODS_1_001,CA_1,2,0.6211761638908894,1.3788238361091105,1
2016-03-06,FOODS_1_001,CA_1,0,1.091381813612978,1.091381813612978,2
2016-03-07,FOODS_1_001,CA_1,0,0.740770021100812,0.740770021100812,1
2016-03-08,FOODS_1_001,CA_1,0,0.625958666262413,0.625958666262413,1
2016-03-09,FOODS_1_001,CA_1,0,0.625958666262413,0.625958666262413,1
2016-03-10,FOODS_1_001,CA_1,1,0.5399303373347619,0.4600696626652381,1
2016-03-11,FOODS_1_001,CA_1,1,0.8128883025945731,0.18711169740542688,1
2016-03-12,FOODS_1_001,CA_1,1,1.0417451396671058,0.0417451396671058,2
2016-03-13,FOODS_1_001,CA_1,1,0.8528509917024663,0.14714900829753375,1
2016-03-14,FOODS_1_001,CA_1,3,0.8766130890927354,2.1233869109072647,1
2016-03-15,FOODS_1_001,CA_1,0,1.1983042129921038,1.1983042129921038,2
2016-03-16,FOODS_1_001,CA_1,0,0.9561869274164964,0.9561869274164964,1
2016-03-17,FOODS_1_001,CA_1,2,0.9820771678595089,1.0179228321404912,1
2016-03-18,FOODS_1_001,CA_1,1,1.344225841945369,0.344225841945369,2
2016-03-19,FOODS_1_001,CA_1,2,1.4279880511834613,0.5720119488165387,2
2016-03-20,FOODS_1_001,CA_1,2,1.4988538630694934,0.5011461369305066,2
2016-03-21,FOODS_1_001,CA_1,0,1.4007763856585036,1.4007763856585036,2
2016-03-22,FOODS_1_001,CA_1,2,0.9561869274164964,1.0438130725835038,1
2016-03-23,FOODS_1_001,CA_1,2,1.306832619535448,0.693167380464552,2
2016-03-24,FOODS_1_001,CA_1,0,1.4379556035317125,1.4379556035317125,2
2016-03-25,FOODS_1_001,CA_1,1,1.207585369888263,0.20758536988826304,2
2016-03-26,FOODS_1_001,CA_1,1,1.5417313961204189,0.5417313961204189,2
2016-03-27,FOODS_1_001,CA_1,0,1.2867516139730304,1.2867516139730304,2
2016-03-28,FOODS_1_001,CA_1,2,0.8869655685330116,1.1130344314669884,1
2016-03-29,FOODS_1_001,CA_1,1,1.2230360390023929,0.22303603900239288,2
2016-03-30,FOODS_1_001,CA_1,1,1.0710404877805535,0.0710404877805535,2
2016-03-31,FOODS_1_001,CA_1,0,1.0363854952206688,1.0363854952206688,2
2016-04-01,FOODS_1_001,CA_1,4,0.9669901556719134,3.0330098443280864,1
2016-04-02,FOODS_1_001,CA_1,0,1.7809984880772087,1.7809984880772087,2
2016-04-03,FOODS_1_001,CA_1,0,1.1447111471327855,1.1447111471327855,2
2016-04-04,FOODS_1_001,CA_1,4,1.001147448598244,2.998852551401756,2
2016-04-05,FOODS_1_001,CA_1,1,1.51150934222961,0.51150934222961,2
2016-04-06,FOODS_1_001,CA_1,3,1.281515385544388,1.718484614455612,2
2016-04-07,FOODS_1_001,CA_1,0,1.6928989355367985,1.6928989355367985,2
2016-04-08,FOODS_1_001,CA_1,1,1.5595624818707488,0.5595624818707488,2
2016-04-09,FOODS_1_001,CA_1,0,1.5417313961204189,1.5417313961204189,2
2016-04-10,FOODS_1_001,CA_1,2,1.2584544920697431,0.7415455079302569,2
2016-04-11,FOODS_1_001,CA_1,2,1.4275125144269862,0.5724874855730138,2
2016-04-12,FOODS_1_001,CA_1,0,1.306832619535448,1.306832619535448,2
2016-04-13,FOODS_1_001,CA_1,1,1.0394017963140285,0.039401796314028514,2
2016-04-14,FOODS_1_001,CA_1,1,1.0363854952206688,0.036385495220668806,2
2016-04-15,FOODS_1_001,CA_1,0,1.169371042913955,1.169371042913955,2
2016-04-16,FOODS_1_001,CA_1,2,1.1070159994414677,0.8929840005585323,2
2016-04-17,FOODS_1_001,CA_1,0,1.3851105181325356,1.3851105181325356,2
2016-04-18,FOODS_1_001,CA_1,4,0.8869655685330116,3.113034431466988,1
2016-04-19,FOODS_1_001,CA_1,1,1.3546710915281095,0.3546710915281095,2
2016-04-20,FOODS_1_001,CA_1,1,1.2084737153759426,0.20847371537594261,2
2016-04-21,FOODS_1_001,CA_1,0,1.2343639558189552,1.2343639558189552,2
2016-04-22,FOODS_1_001,CA_1,1,1.123788789355208,0.1237887893552081,2
2016-04-23,FOODS_1_001,CA_1,1,1.5417313961204189,0.5417313961204189,2
2016-04-24,FOODS_1_001,CA_1,0,1.2867516139730304,1.2867516139730304,2
2016-01-25,FOODS_1_001,CA_2,1,1.0849440291312988,0.08494402913129884,2
2016-01-26,FOODS_1_001,CA_2,0,1.281515385544388,1.281515385544388,2
2016-01-27,FOODS_1_001,CA_2,3,1.009823574478831,1.990176425521169,2
2016-01-28,FOODS_1_001,CA_2,0,1.5842343278937425,1.5842343278937425,2
2016-01-29,FOODS_1_001,CA_2,1,0.847196382170988,0.15280361782901197,1
2016-01-30,FOODS_1_001,CA_2,1,1.2711894175001672,0.27118941750016723,2
2016-01-31,FOODS_1_001,CA_2,0,1.151610669630008,1.151610669630008,2
2016-02-01,FOODS_1_001,CA_2,2,0.8869655685330116,1.1130344314669884,1
2016-02-02,FOODS_1_001,CA_2,1,1.169399391940059,0.16939939194005893,2
2016-02-03,FOODS_1_001,CA_2,0,1.154255356678085,1.154255356678085,2
2016-02-04,FOODS_1_001,CA_2,1,0.8214173616939613,0.1785826383060387,1
2016-02-05,FOODS_1_001,CA_2,0,1.0890683041025697,1.0890683041025697,2
2016-02-06,FOODS_1_001,CA_2,5,0.953908090710455,4.046091909289545,1
2016-02-07,FOODS_1_001,CA_2,0,1.7756028634861347,1.7756028634861347,2
2016-02-08,FOODS_1_001,CA_2,1,1.0849440291312988,0.08494402913129884,2
2016-02-09,FOODS_1_001,CA_2,1,1.1246771348428877,0.12467713484288767,2
2016-02-10,FOODS_1_001,CA_2,0,1.1246771348428877,1.1246771348428877,2
2016-02-11,FOODS_1_001,CA_2,1,1.0357138149218437,0.03571381492184367,2
2016-02-12,FOODS_1_001,CA_2,1,1.2458669377858638,0.24586693778586377,2
2016-02-13,FOODS_1_001,CA_2,0,1.7542572531589011,1.7542572531589011,2
2016-02-14,FOODS_1_001,CA_2,3,0.7953367581227159,2.204663241877284,1
2016-02-15,FOODS_1_001,CA_2,3,1.1896280871115166,1.8103719128884834,2
2016-02-16,FOODS_1_001,CA_2,2,1.3357374405874929,0.6642625594125071,2
2016-02-17,FOODS_1_001,CA_2,0,1.3798742897038934,1.3798742897038934,2
2016-02-18,FOODS_1_001,CA_2,1,1.1563307963880938,0.15633079638809377,2
2016-02-19,FOODS_1_001,CA_2,1,1.402705188487364,0.40270518848736403,2
2016-02-20,FOODS_1_001,CA_2,6,1.6147730662888642,4.385226933711136,2
2016-02-21,FOODS_1_001,CA_2,2,2.520918551463402,0.520918551463402,3
2016-02-22,FOODS_1_001,CA_2,3,1.8452771776807264,1.1547228223192736,2
2016-02-23,FOODS_1_001,CA_2,2,1.853279902778161,0.14672009722183899,2
2016-02-24,FOODS_1_001,CA_2,0,1.8243750817261162,1.8243750817261162,2
2016-02-25,FOODS_1_001,CA_2,0,1.580975587617173,1.580975587617173,2
2016-02-26,FOODS_1_001,CA_2,0,1.7122750741422244,1.7122750741422244,2
2016-02-27,FOODS_1_001,CA_2,0,2.195622287286642,2.195622287286642,3
2016-02-28,FOODS_1_001,CA_2,0,1.0682152522608768,1.0682152522608768,2
2016-02-29,FOODS_1_001,CA_2,0,0.8164292172055586,0.8164292172055586,1
2016-03-01,FOODS_1_001,CA_2,1,0.5140400968917493,0.48595990310825066,1
2016-03-02,FOODS_1_001,CA_2,2,0.5428172084737706,1.4571827915262294,1
2016-03-03,FOODS_1_001,CA_2,2,0.9129914970995672,1.0870085029004328,1
2016-03-04,FOODS_1_001,CA_2,0,1.123279119251661,1.123279119251661,2
2016-03-05,FOODS_1_001,CA_2,6,0.953908090710455,5.046091909289545,1
2016-03-06,FOODS_1_001,CA_2,0,1.937694761194089,1.937694761194089,2
2016-03-07,FOODS_1_001,CA_2,2,1.1748799692017815,0.8251200307982185,2
2016-03-08,FOODS_1_001,CA_2,0,1.6509079463615692,1.6509079463615692,2
2016-03-09,FOODS_1_001,CA_2,0,1.36523914193331,1.36523914193331,2
2016-03-10,FOODS_1_001,CA_2,1,1.1563307963880938,0.15633079638809377,2
2016-03-11,FOODS_1_001,CA_2,1,1.3296635183189187,0.3296635183189187,2
2016-03-12,FOODS_1_001,CA_2,0,1.8272989233273467,1.8272989233273467,2
2016-03-13,FOODS_1_001,CA_2,0,0.7953367581227159,0.7953367581227159,1
2016-03-14,FOODS_1_001,CA_2,4,0.740770021100812,3.259229978899188,1
2016-03-15,FOODS_1_001,CA_2,2,1.2402778678263415,0.7597221321736585,2
2016-03-16,FOODS_1_001,CA_2,1,1.2230360390023929,0.22303603900239288,2
2016-03-17,FOODS_1_001,CA_2,0,1.2343639558189552,1.2343639558189552,2
2016-03-18,FOODS_1_001,CA_2,0,1.123788789355208,1.123788789355208,2
2016-03-19,FOODS_1_001,CA_2,0,1.187318738252853,1.187318738252853,2
2016-03-20,FOODS_1_001,CA_2,2,1.0682152522608768,0.9317847477391232,2
2016-03-21,FOODS_1_001,CA_2,1,1.3319052201340942,0.3319052201340942,2
2016-03-22,FOODS_1_001,CA_2,0,1.0104952547776562,1.0104952547776562,2
2016-03-23,FOODS_1_001,CA_2,0,0.7494461469813993,0.7494461469813993,1
2016-03-24,FOODS_1_001,CA_2,0,0.6518489067054256,0.6518489067054256,1
2016-03-25,FOODS_1_001,CA_2,0,0.6518489067054256,0.6518489067054256,1
2016-03-26,FOODS_1_001,CA_2,2,0.733094733261553,1.2669052667384468,1
2016-03-27,FOODS_1_001,CA_2,1,1.1887076903428935,0.18870769034289347,2
2016-03-28,FOODS_1_001,CA_2,0,0.8766130890927354,0.8766130890927354,1
2016-03-29,FOODS_1_001,CA_2,0,0.625958666262413,0.625958666262413,1
2016-03-30,FOODS_1_001,CA_2,0,0.625958666262413,0.625958666262413,1
2016-03-31,FOODS_1_001,CA_2,0,0.6518489067054256,0.6518489067054256,1
2016-04-01,FOODS_1_001,CA_2,0,0.6518489067054256,0.6518489067054256,1
2016-04-02,FOODS_1_001,CA_2,0,0.733094733261553,0.733094733261553,1
2016-04-03,FOODS_1_001,CA_2,0,0.43489301179253864,0.43489301179253864,1
2016-04-04,FOODS_1_001,CA_2,1,0.0661213043813207,0.9338786956186793,1
2016-04-05,FOODS_1_001,CA_2,1,0.5428172084737706,0.4571827915262294,1
2016-04-06,FOODS_1_001,CA_2,2,0.6678549047142978,1.3321450952857021,1
2016-04-07,FOODS_1_001,CA_2,0,1.0441945364384857,1.0441945364384857,2
2016-04-08,FOODS_1_001,CA_2,0,0.7753363874244119,0.7753363874244119,1
2016-04-09,FOODS_1_001,CA_2,0,0.8565822139805394,0.8565822139805394,1
2016-04-10,FOODS_1_001,CA_2,0,0.7953367581227159,0.7953367581227159,1
2016-04-11,FOODS_1_001,CA_2,0,0.740770021100812,0.740770021100812,1
2016-04-12,FOODS_1_001,CA_2,0,0.625958666262413,0.625958666262413,1
2016-04-13,FOODS_1_001,CA_2,2,0.5140400968917493,1.4859599031082507,1
2016-04-14,FOODS_1_001,CA_2,0,0.8010729277289037,0.8010729277289037,1
2016-04-15,FOODS_1_001,CA_2,1,0.5399303373347619,0.4600696626652381,1
2016-04-16,FOODS_1_001,CA_2,0,0.9362293987787444,0.9362293987787444,1
2016-04-17,FOODS_1_001,CA_2,14,0.6718492774037296,13.32815072259627,1
2016-04-18,FOODS_1_001,CA_2,0,4.865215438448268,4.865215438448268,5
2016-04-19,FOODS_1_001,CA_2,1,1.580473557521685,0.5804735575216851,2
2016-04-20,FOODS_1_001,CA_2,1,2.0221178608078834,1.0221178608078834,3
2016-04-21,FOODS_1_001,CA_2,4,1.9919784896370063,2.008021510362994,2
2016-04-22,FOODS_1_001,CA_2,0,3.2619795717116657,3.2619795717116657,4
2016-04-23,FOODS_1_001,CA_2,0,2.437141625618282,2.437141625618282,3
2016-04-24,FOODS_1_001,CA_2,4,1.8682336762785974,2.1317663237214024,2
2016-01-25,FOODS_1_002,CA_1,1,0.3803262747706351,0.6196737252293649,1
2016-01-26,FOODS_1_002,CA_1,0,0.5428172084737706,0.5428172084737706,1
2016-01-27,FOODS_1_002,CA_1,0,0.3890024006512223,0.3890024006512223,1
2016-01-28,FOODS_1_002,CA_1,0,0.4148926410942349,0.4148926410942349,1
2016-01-29,FOODS_1_002,CA_1,0,0.4148926410942349,0.4148926410942349,1
2016-01-30,FOODS_1_002,CA_1,0,0.49613846765036235,0.49613846765036235,1
2016-01-31,FOODS_1_002,CA_1,0,0.43489301179253864,0.43489301179253864,1
2016-02-01,FOODS_1_002,CA_1,2,0.3803262747706351,1.619673725229365,1
2016-02-02,FOODS_1_002,CA_1,0,0.7751826872858911,0.7751826872858911,1
2016-02-03,FOODS_1_002,CA_1,0,0.5140400968917493,0.5140400968917493,1
2016-02-04,FOODS_1_002,CA_1,4,0.5399303373347619,3.460069662665238,1
2016-02-05,FOODS_1_002,CA_1,0,1.419957972453102,1.419957972453102,2
2016-02-06,FOODS_1_002,CA_1,0,1.1070159994414677,1.1070159994414677,2
2016-02-07,FOODS_1_002,CA_1,2,1.009570202789763,0.9904297972102369,2
2016-02-08,FOODS_1_002,CA_1,0,1.2143599131218057,1.2143599131218057,2
2016-02-09,FOODS_1_002,CA_1,0,0.8956416944135989,0.8956416944135989,1
2016-02-10,FOODS_1_002,CA_1,1,0.8956416944135989,0.10435830558640113,1
2016-02-11,FOODS_1_002,CA_1,1,1.1306794547027994,0.1306794547027994,2
2016-02-12,FOODS_1_002,CA_1,0,0.9184040434829344,0.9184040434829344,1
2016-02-13,FOODS_1_002,CA_1,0,0.8565822139805394,0.8565822139805394,1
2016-02-14,FOODS_1_002,CA_1,1,0.7953367581227159,0.20466324187728413,1
2016-02-15,FOODS_1_002,CA_1,3,0.7710973482043741,2.228902651795626,1
2016-02-16,FOODS_1_002,CA_1,0,1.1582041681475994,1.1582041681475994,2
2016-02-17,FOODS_1_002,CA_1,0,0.8956416944135989,0.8956416944135989,1
2016-02-18,FOODS_1_002,CA_1,0,0.8214173616939613,0.8214173616939613,1
2016-02-19,FOODS_1_002,CA_1,0,0.7753363874244119,0.7753363874244119,1
2016-02-20,FOODS_1_002,CA_1,0,0.8565822139805394,0.8565822139805394,1
2016-02-21,FOODS_1_002,CA_1,0,0.7953367581227159,0.7953367581227159,1
2016-02-22,FOODS_1_002,CA_1,0,0.6468607622170229,0.6468607622170229,1
2016-02-23,FOODS_1_002,CA_1,0,0.07479743026190797,0.07479743026190797,1
2016-02-24,FOODS_1_002,CA_1,0,0.07479743026190797,0.07479743026190797,1
2016-02-25,FOODS_1_002,CA_1,0,0.07948430576445388,0.07948430576445388,1
2016-02-26,FOODS_1_002,CA_1,0,0.07948430576445388,0.07948430576445388,1
2016-02-27,FOODS_1_002,CA_1,0,0.08389039007942967,0.08389039007942967,1
2016-02-28,FOODS_1_002,CA_1,0,0.07797140616213588,0.07797140616213588,1
2016-02-29,FOODS_1_002,CA_1,1,0.0661213043813207,0.9338786956186793,1
2016-03-01,FOODS_1_002,CA_1,0,0.5428172084737706,0.5428172084737706,1
2016-03-02,FOODS_1_002,CA_1,0,0.3890024006512223,0.3890024006512223,1
2016-03-03,FOODS_1_002,CA_1,0,0.4148926410942349,0.4148926410942349,1
2016-03-04,FOODS_1_002,CA_1,0,0.4148926410942349,0.4148926410942349,1
2016-03-05,FOODS_1_002,CA_1,2,0.49613846765036235,1.5038615323496376,1
